UKPMSSection,SectionDescription,XSP,Offset,RoadType,Start,End,Overall-CI,RCI-BIN,RCI-X-BIN,SectionDescriptionRoad,SectionDescriptionArea,RCI-BIN-Code,RCI-X-BIN-Code
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,0.00,2.81,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","RAILWAY STREET              ",ELSWICK,AMBER,AMBER
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,2.81,13.68,34.03,"GREEN: Generally good condition","GREEN: Generally good condition","RAILWAY STREET              ",ELSWICK,GREEN,GREEN
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,13.68,24.54,8.88,"GREEN: Generally good condition","GREEN: Generally good condition","RAILWAY STREET              ",ELSWICK,GREEN,GREEN
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,24.54,35.41,140.00,"RED: Plan maintenance soon","RED: Plan maintenance soon","RAILWAY STREET              ",ELSWICK,RED,RED
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,35.41,46.28,16.17,"GREEN: Generally good condition","GREEN: Generally good condition","RAILWAY STREET              ",ELSWICK,GREEN,GREEN
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,46.28,57.14,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","RAILWAY STREET              ",ELSWICK,GREEN,GREEN
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,57.14,68.01,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","RAILWAY STREET              ",ELSWICK,GREEN,GREEN
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,68.01,78.88,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","RAILWAY STREET              ",ELSWICK,GREEN,GREEN
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,78.88,89.74,56.76,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","RAILWAY STREET              ",ELSWICK,AMBER,AMBER
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,89.74,100.61,27.57,"GREEN: Generally good condition","GREEN: Generally good condition","RAILWAY STREET              ",ELSWICK,GREEN,GREEN
023/02654/010,"RAILWAY STREET                  ELSWICK",CL1,10,,100.61,111.00,17.47,"GREEN: Generally good condition","GREEN: Generally good condition","RAILWAY STREET              ",ELSWICK,GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,0.00,8.68,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,0.00,5.02,27.57,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,5.02,15.06,37.22,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,8.68,19.73,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,15.06,25.11,14.13,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,19.73,30.78,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,25.11,35.15,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,30.78,41.83,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,35.15,45.19,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,41.83,52.88,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,45.19,55.23,0.22,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,52.88,63.93,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,55.23,65.28,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,63.93,74.97,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,65.28,75.32,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,74.97,86.02,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,75.32,85.36,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,85.36,95.41,4.97,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,86.02,97.07,25.87,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,95.41,105.45,34.27,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,97.07,108.12,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,105.45,115.49,15.33,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,108.12,119.17,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,115.49,125.53,3.33,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,119.17,130.22,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,125.53,135.58,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,130.22,141.27,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","SCOTSWOOD ROAD              ","CITY CENTRE",AMBER,AMBER
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,135.58,145.62,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,141.27,152.31,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,145.62,155.66,92.57,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","SCOTSWOOD ROAD              ","CITY CENTRE",AMBER,AMBER
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,152.31,163.36,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,155.66,165.70,45.82,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","SCOTSWOOD ROAD              ","CITY CENTRE",AMBER,AMBER
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,163.36,174.41,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,165.70,175.75,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CL1,10,,174.41,182.00,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
027/02887/115,"SCOTSWOOD ROAD                  CITY CENTRE",CR1,-10,,175.75,182.00,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","SCOTSWOOD ROAD              ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,0.00,6.64,19.33,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,0.00,3.92,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,3.92,14.32,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,6.64,16.39,28.32,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,14.32,24.72,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,16.39,26.14,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,24.72,35.12,29.98,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,26.14,35.90,30.02,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,35.12,45.51,36.62,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,35.90,45.65,40.54,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,45.51,55.91,39.32,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,45.65,55.40,32.99,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,55.40,65.16,98.82,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,55.91,66.31,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,65.16,74.91,86.69,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,66.31,76.71,33.85,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,74.91,84.66,62.14,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,76.71,87.10,4.86,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,84.66,94.42,128.27,"RED: Plan maintenance soon","RED: Plan maintenance soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",RED,RED
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,87.10,97.50,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,94.42,104.17,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,97.50,107.90,50.27,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,104.17,113.92,53.51,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,107.90,118.30,80.55,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,113.92,123.68,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,118.30,128.70,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,123.68,133.43,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,128.70,139.09,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","MARLBOROUGH CRESCENT        ","CITY CENTRE",GREEN,GREEN
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CL1,10,,133.43,141.12,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
023/02140/005,"MARLBOROUGH CRESCENT            CITY CENTRE",CR1,-10,,139.09,141.12,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","MARLBOROUGH CRESCENT        ","CITY CENTRE",AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,0.00,6.77,120.00,"RED: Plan maintenance soon","RED: Plan maintenance soon","WEST ROAD                   ",BENWELL,RED,RED
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,0.00,2.96,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,2.96,12.99,157.00,"RED: Plan maintenance soon","RED: Plan maintenance soon","WEST ROAD                   ",BENWELL,RED,RED
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,6.77,16.77,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,12.99,23.02,121.30,"RED: Plan maintenance soon","RED: Plan maintenance soon","WEST ROAD                   ",BENWELL,RED,RED
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,16.77,26.77,140.00,"RED: Plan maintenance soon","RED: Plan maintenance soon","WEST ROAD                   ",BENWELL,RED,RED
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,23.02,33.05,88.11,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,26.77,36.77,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,33.05,43.07,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,36.77,46.77,50.27,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,43.07,53.10,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,46.77,56.77,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,53.10,63.13,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,56.77,66.77,8.11,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,63.13,73.16,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,66.77,76.77,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,73.16,83.18,45.99,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,76.77,86.77,8.11,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,83.18,93.21,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,86.77,96.77,2.26,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,93.21,103.24,30.81,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,96.77,106.77,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,103.24,113.27,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,106.77,116.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,113.27,123.29,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,116.76,126.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,123.29,133.32,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,126.76,136.76,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,133.32,143.35,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,136.76,146.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,143.35,153.38,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,146.76,156.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,153.38,163.41,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,156.76,166.76,4.86,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,163.41,173.43,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,166.76,176.76,8.11,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,173.43,183.46,104.67,"RED: Plan maintenance soon","RED: Plan maintenance soon","WEST ROAD                   ",BENWELL,RED,RED
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,176.76,186.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,183.46,193.49,53.51,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,186.76,196.76,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,193.49,203.52,110.81,"RED: Plan maintenance soon","RED: Plan maintenance soon","WEST ROAD                   ",BENWELL,RED,RED
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,196.76,206.76,56.76,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,203.52,213.54,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,206.76,216.76,53.51,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,213.54,223.57,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,216.76,226.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,223.57,233.60,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,226.76,236.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,233.60,243.63,27.57,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,236.76,246.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,243.63,253.65,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,246.76,256.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,253.65,263.68,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,256.76,266.76,30.81,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,263.68,273.71,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
