UKPMSSection,SectionDescription,XSP,Offset,RoadType,Start,End,Overall-CI,RCI-BIN,RCI-X-BIN,SectionDescriptionRoad,SectionDescriptionArea,RCI-BIN-Code,RCI-X-BIN-Code
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,266.76,276.76,4.86,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,273.71,283.74,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,276.76,286.76,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,283.74,293.77,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,286.76,296.76,30.81,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,293.77,303.79,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,296.76,306.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,303.79,313.82,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,306.76,316.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,313.82,323.85,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,316.76,326.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,323.85,333.88,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,326.76,336.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,333.88,343.90,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,336.76,346.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,343.90,353.93,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,346.76,356.76,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,353.93,363.96,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,356.76,366.76,5.07,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,363.96,373.99,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,366.76,376.76,8.11,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,373.99,384.01,3.33,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,376.76,386.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,384.01,394.04,52.80,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,386.76,396.76,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,394.04,404.07,21.08,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,396.76,406.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,404.07,414.10,53.51,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,406.76,416.76,137.07,"RED: Plan maintenance soon","RED: Plan maintenance soon","WEST ROAD                   ",BENWELL,RED,RED
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,414.10,424.12,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,416.76,426.76,1.23,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,424.12,434.15,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,426.76,436.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,434.15,444.18,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,436.76,446.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,444.18,454.21,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,446.76,456.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,454.21,464.24,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,456.76,466.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,464.24,474.26,34.34,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,466.76,476.76,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,474.26,484.29,83.09,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,476.76,486.76,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,484.29,494.32,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,486.76,496.75,52.27,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,494.32,504.35,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,496.75,506.75,59.20,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,504.35,514.37,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,506.75,516.75,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,514.37,524.40,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,516.75,526.75,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,524.40,534.43,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,526.75,536.75,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,534.43,544.46,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,536.75,546.75,37.30,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,544.46,554.48,106.13,"RED: Plan maintenance soon","RED: Plan maintenance soon","WEST ROAD                   ",BENWELL,RED,RED
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,546.75,556.75,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,554.48,564.51,48.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,556.75,566.75,40.54,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,564.51,574.54,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,566.75,576.75,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,574.54,584.57,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,576.75,586.75,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,584.57,594.59,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,586.75,596.75,37.30,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,594.59,604.62,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,596.75,606.75,14.59,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,604.62,614.65,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,606.75,616.75,24.32,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,614.65,624.68,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,616.75,626.75,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,624.68,634.71,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,626.75,636.75,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,634.71,644.73,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,636.75,646.75,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,644.73,654.76,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,646.75,656.75,11.35,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,654.76,664.79,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,656.75,666.75,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,664.79,674.82,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,666.75,676.75,30.81,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,674.82,684.84,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,676.75,686.75,80.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,684.84,694.87,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,686.75,696.75,60.00,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,694.87,704.90,63.73,"AMBER: Plan investigation soon","AMBER: Plan investigation soon","WEST ROAD                   ",BENWELL,AMBER,AMBER
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,696.75,706.75,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CR1,-10,,704.90,714.93,27.57,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
009/03306/007,"WEST ROAD                       BENWELL",CL1,10,,706.75,716.75,0.00,"GREEN: Generally good condition","GREEN: Generally good condition","WEST ROAD                   ",BENWELL,GREEN,GREEN
